SEX	value
1	0.796648331789522
1	2.10738502496603
2	1.66522843916839
1	2.0952889170741
1	1.25194270393116
2	1.2531114591114
1	1.19894879281309
2	1.38197520112396
1	1.93552124930605
1	1.6802850850165
1	1.31484578312614
1	1.52067732307371
2	1.0367389511267
1	1.54192324651832
1	1.24496273125982
1	1.24748918300325
1	1.15221313069139
1	2.35744232000351
2	3.94714124419167
1	1.33627132677114
1	1.41066388144828
2	2.60616615903717
2	4.97414843096369
1	1.07739229129305
1	1.19755306730874
1	1.04016333051095
1	1.95113206537493
2	2.25204179312389
1	1.21945688970096
1	1.1562353727596
1	1.56680490453072
1	1.18926695096494
1	1.07138087103151
1	0.884385334490076
2	1.55863365510798
1	1.33255652240401
1	1.74223436910481
1	0.88386032921352
2	2.2062568088557
2	6.60110447399085
1	1.84545355201207
2	1.43986636489182
2	1.01012138007677
2	0.856262945528874
2	1.10249312552037
1	1.04284473986254
2	1.27271212178256
2	0.755141549852213
2	0.70586486765024
1	1.54258022439347
1	1.09310943167416
1	1.0630281464386
2	0.587322486461535
2	0.77301283925956
2	1.65123517619158
1	1.34370373942857
2	1.36165734257681
2	1.60028833550106
1	0.507247765574266
2	4.3103305324981
1	1.06948456180749
1	0.783852713395557
1	0.980178635074858
1	1.29240798429551
1	0.891402682287589
2	0.849415030220023
2	1.61650142778687
1	3.97613780533278
2	0.993008813065868
1	1.48206826364681
1	2.198433202697
2	1.3659716292644
1	1.27545297878857
2	4.98159700984715
1	1.3820569838818
2	4.05087474053356
1	1.11573637609322
1	1.20634131978568
1	1.3043062718247
1	1.49018375623805
1	2.07167912096304
1	7.09205953769185
1	1.57308285219815
1	3.11649834525443
1	1.52835110927995
1	1.78408609517768
1	1.11619156345564
2	1.19479108155439
2	3.81740364556524
1	1.55515465415363
1	1.07916404411067
1	1.20619308352774
1	1.36200251707108
2	1.29465481543949
1	1.30078506497824
1	0.676519716482963
1	1.14549926611643
2	1.48746499256145
1	1.3591748507504
1	1.13102023566429
1	1.92015001218844
1	1.00095752772817
2	1.47629267878974
2	1.0010526024666
1	1.11591715686914
1	1.17403453218052
1	0.780346051457616
1	1.63231473486214
2	2.18399613843603
1	1.46187080797808
1	2.08156939296625
2	1.36932041213306
2	1.07541182179688
1	1.01551368642183
1	1.17045356256126
1	1.35695681786322
1	0.738882903766801
1	1.64981847118889
1	0.61408932884963
1	1.47945083776094
1	1.2873368440269
1	1.26979128334999
1	1.27399273786538
2	1.33910283651299
1	0.466066043176959
1	1.58217023165155
1	1.07811422608934
1	1.38661098374609
1	2.35457080365596
1	2.03553303338612
1	2.6427925094231
1	1.03117952277475
1	2.1575334438754
1	1.38382690553777
2	1.44091289747425
1	0.783499029621167
1	0.871797236538112
1	1.05621424439349
1	1.35370659158639
1	1.04432861202232
1	2.14392187929484
1	1.68468592668166
1	0.910303450752849
2	1.22147518422405
1	0.724959411970607
1	0.627127982070207
1	1.27575779354922
1	1.1619518012832
2	1.51955811012058
1	1.34761923709578
2	0.945273259960565
2	1.34932361935102
1	0.944092536175954
1	1.03553287042331
2	1.59966178334735
2	1.82957173947623
2	1.78587378962913
1	1.3320909846247
2	0.859668949328493
2	1.54633561583704
2	1.69205977634745
2	1.65758908224089
1	1.58904045930908
1	1.26355419063052
2	1.29109312768653
1	0.481086888336567
1	1.15785589681613
1	0.700585084214356
1	0.832406127512284
1	1.80269420972348
1	0.712784204665837
1	1.67013191688767
1	1.00305322940425
2	0.991682303216506
2	1.57135140812248
1	1.29419997669386
1	1.34173253947527
2	5.8641827876567
1	2.7761804778016
1	1.42910174565947
1	1.39280520903489
2	1.77446237110014
2	1.042150038922
2	0.899580581129665
2	3.91813314350052
1	1.05796885199488
1	1.13943378334668
2	1.73533486822113
1	0.899320764628769
2	1.08353202413045
2	1.02321142146079
1	1.45471964300312
2	1.10415731337019
2	0.784414558954155
1	2.89882574706207
1	1.24195179957243
2	1.43537781062256
1	0.938345112984622
2	2.32480503570882
2	1.67432580318704
1	2.2670736504611
2	0.414599890930118
1	1.09084025181644
1	1.19066066481143
2	5.29329406817158
2	3.36404662579856
1	0.856931878468941
2	1.26255712681809
1	1.00278001103288
1	1.06712004672122
1	1.069970933117
1	1.10515476279946
1	1.59186331862353
1	1.30294231350813
1	1.53747497689545
2	2.61476204539568
2	1.62910244884036
2	0.692559488719712
1	1.1575568691429
1	1.04777897569104
1	1.26889359164554
1	1.13593875639333
1	1.50279992828896
1	1.45194552234379
1	0.955956581548117
1	1.24949465630582
1	2.22097395803809
1	0.949438329754385
2	2.55528282392225
1	2.03052946068279
2	1.30672422708635
2	1.23144787646612
1	1.05768790415583
2	1.85082361342629
1	1.38136015670822
2	2.69446779514572
2	1.58462125678641
1	1.28556480199567
1	1.17828658707656
1	1.28583837356872
1	1.06507195308141
2	1.94281560337153
1	1.16195894523961
1	0.638735028386556
1	0.92511183974583
1	1.13811086677265
1	1.06817005885173
2	1.20624344204737
2	0.807445066944878
2	1.84648068578438
1	1.12361514414164
2	0.434351050492173
1	1.58309299183192
2	1.11271252396022
1	0.600177825057334
2	1.45298947711056
2	0.88718096353264
2	1.12950594238047
1	0.766412285997403
1	1.34569988432233
1	1.10024122538202
1	0.70695386964895
2	2.72796688229841
1	0.566149285128482
1	0.864352248638254
1	1.22236046580403
2	8.8793303846609
1	0.547990496899196
1	4.37995391638475
1	0.713972517948166
1	1.01444378779867
1	1.86371475231905
2	1.6258883121889
2	1.31029985133053
2	1.28267334847199
1	1.48236134604027
1	2.66052398507415
2	4.32680714912799
1	1.45250467462373
2	1.7740734771268
1	1.08468832348788
2	6.41274353580585
2	0.987382299177648
2	1.25319031099231
1	1.97457833878708
2	1.07921848645377
1	1.09502669175183
1	0.509144126000894
1	1.44376906681803
2	0.848229000466998
1	0.995212099724816
1	0.757150618347482
1	1.43689900340446
2	1.00593960884671
1	1.30343419833826
1	1.26667037593985
2	1.89062095018888
1	0.631426538163252
2	3.19350205312338
1	1.21573739794319
1	1.07223849446916
1	1.8892871589486
1	1.61987098762954
2	0.68324580501198
1	1.34358332642498
2	1.74065895173083
1	0.783289399300884
2	4.29036777836537
1	0.736059525413896
2	1.46129798916149
