tis	pheno	beta_age_cib.rel	p_age_cib.rel	beta_sex_cib.rel	p_sex_cib.rel	beta_age_cib.abs	p_age_cib.abs	beta_sex_cib.abs	p_sex_cib.abs	beta_age_xcell	p_age_xcell	beta_sex_xcell	p_sex_xcell	p_age_brown	p_sex_brown	age.coef_direc	sex.coef_direc	p_age_brown.fdr	p_sex_brown.fdr	phenotype	xcell.fdr	cib.abs.fdr	cib.rel.fdr	brown.fdr
Nerve - Tibial	Lymph_Sum	-0.00138131833968802	0.663985972939106	0.0178618775060435	0.024857969666911	0.0133418070322033	0.191209188539678	0.0360874235076523	0.156783837712057	0.00558962788639519	5.32312750074148e-05	0.00149068617497038	0.662775559343867	0.00220286127991188	0.0862167809267931	+	+	0.0260212988689591	0.262217471683477	Nerve - Tibial-Lymph_Sum	1	0	0	1
Ovary	T cells CD8	0.00271526518496317	0.569732165079031	NA	NA	-0.00257020827349197	0.750532914240437	NA	NA	0.000296977339453834	0.457558026739837	NA	NA	0.739023732721721	NA	-	NA	0.784693738676435	NA	Ovary-T cells CD8	0	0	0	0
Ovary	MacrophageSum	-0.00309508559709145	0.688768337046866	NA	NA	-0.0218877629601901	0.168453217734234	NA	NA	0.00171602889905979	0.367218412715213	NA	NA	0.368203910221893	NA	-	NA	0.529938519059402	NA	Ovary-MacrophageSum	0	0	0	0
Ovary	Bcellsum	-0.00189047515359119	0.728626029994622	NA	NA	-0.00417485338247313	0.555175303533453	NA	NA	0.00160157399630404	0.357124059733581	NA	NA	0.62608855816731	NA	-	NA	0.740289746662079	NA	Ovary-Bcellsum	0	0	0	0
Ovary	Myeloid_Sum	-0.00618190412981071	0.398318921060707	NA	NA	-0.041102239622718	0.098351389942214	NA	NA	-0.00760105396683118	0.555459609762152	NA	NA	0.279860984184488	NA	-	NA	0.476842866231133	NA	Ovary-Myeloid_Sum	0	0	0	0
Ovary	Monocytes	0.000432791643882226	0.922553835293182	NA	NA	-0.00782953126320082	0.279290127261631	NA	NA	-0.000320844998269217	0.834283545353721	NA	NA	0.718684393546848	NA	-	NA	0.774942508436963	NA	Ovary-Monocytes	0	0	0	0
Ovary	Lymph_Sum	0.0061819041298109	0.398318921060692	NA	NA	-0.0284775065122423	0.21367641812124	NA	NA	0.00442854242651844	0.194693471549969	NA	NA	0.228245182132721	NA	-	NA	0.418818829350332	NA	Ovary-Lymph_Sum	0	0	0	0
Pituitary	T cells CD8	-0.00413427450643769	0.440665843619813	-0.0371334887318988	0.000811419598495438	0.0109359917151275	0.306201440165705	-0.0632236854563319	0.00404432665342564	-0.000442984120937026	0.418229040769491	-0.000831736443575015	0.455362619218648	0.427793524103145	0.00142544743573912	+	-	0.565405426961499	0.0133321260166188	Pituitary-T cells CD8	0	1	1	1
Pituitary	MacrophageSum	-0.00077800987930505	0.914792589469421	-0.00936790242457223	0.527178751502687	0.0312417313455629	0.124639815703867	-0.0568089098171618	0.170005606914061	0.00358220755708819	0.0327392058461749	0.00427089362940683	0.209251950722251	0.122711805197536	0.261020217717619	+	-	0.312305201807753	0.526448645847918	Pituitary-MacrophageSum	0	0	0	0
Pituitary	Myeloid_Sum	0.011709803608801	0.189229128548603	0.0225766400805351	0.213733220377581	0.074671550588147	0.0351448962388665	-0.0277034835082401	0.699329820514328	0.0227384124524545	0.0333692865362092	0.00239791879380807	0.911687713010103	0.037352533190299	0.576227133738694	+	-	0.18577970455175	0.774551223638242	Pituitary-Myeloid_Sum	0	0	0	0
Pituitary	Monocytes	0.00716807449134715	0.210849082655593	0.0107167282694721	0.357770244666535	0.0276367561978652	0.076760533046198	0.00739667616408145	0.815254749580788	0.00390053450464375	0.0278109430544655	0.00446206166373839	0.214299945787039	0.0434003526222418	0.439294377456317	+	+	0.190809882006645	0.691562435797568	Pituitary-Monocytes	0	0	0	0
Prostate	T cells CD8	0.00052494096467991	0.889253414078802	NA	NA	0.0217219008056337	0.09021893762633	NA	NA	0.00301674463561527	0.0284797905595041	NA	NA	0.0958916356251634	NA	+	NA	0.283263726414158	NA	Prostate-T cells CD8	0	0	0	0
Prostate	CD4_memory	0.00444306748509776	0.323148750364854	NA	NA	0.0500171671430981	0.00471591768949391	NA	NA	-0.00159478813603205	0.27348980817362	NA	NA	0.0367362928937483	NA	+	NA	0.18577970455175	NA	Prostate-CD4_memory	0	1	0	0
Prostate	MacrophageSum	-0.00821281585763949	0.100879619415552	NA	NA	0.0252700391736237	0.096458117540563	NA	NA	0.0026045982775003	0.0325804291122005	NA	NA	0.0434117720967498	NA	+	NA	0.190809882006645	NA	Prostate-MacrophageSum	0	0	0	0
Prostate	Bcellsum	0.00371078221226253	0.387264841035613	NA	NA	0.0318593079716004	0.0289811794283922	NA	NA	0.00306709478252233	0.554601269462809	NA	NA	0.157330336735159	NA	+	NA	0.337902655033466	NA	Prostate-Bcellsum	0	0	0	0
Prostate	MastSum	0.00349063968024359	0.536523109434417	NA	NA	0.0414296215347566	0.00504797165480647	NA	NA	0.00114208968963303	0.000314008997885162	NA	NA	0.00125535760733822	NA	+	NA	0.0158175058524616	NA	Prostate-MastSum	1	1	0	1
Prostate	Myeloid_Sum	-0.00265655821397813	0.728094640319273	NA	NA	0.0845527927015945	0.00537052906450922	NA	NA	0.0246651348460283	0.0330752096361104	NA	NA	0.0195392992783151	NA	+	NA	0.133689309831777	NA	Prostate-Myeloid_Sum	0	1	0	0
Prostate	Monocytes	0.000915962693163126	0.750969398449569	NA	NA	0.0152766990507466	0.0686331556164536	NA	NA	0.00230312839075502	0.0271151339992999	NA	NA	0.0712961795657954	NA	+	NA	0.244999598871551	NA	Prostate-Monocytes	0	0	0	0
Prostate	Lymph_Sum	0.00265655821397801	0.728094640319285	NA	NA	0.117805361305398	0.0107928676107849	NA	NA	0.0097015212398844	0.189744679520962	NA	NA	0.0560671206788128	NA	+	NA	0.205776422082086	NA	Prostate-Lymph_Sum	0	1	0	0
Skin - Not Sun Exposed (Suprapubic)	MacrophageSum	0.000137161202604785	0.967517788627423	-0.00799900203939868	0.334215437345101	-9.58155413667241e-05	0.989027326407165	-0.00420130621644574	0.806188913486036	-0.000403963808453591	0.58664722596867	0.00170597550226378	0.350371892574101	0.926501958897614	0.519657685825495	-	-	0.931430160806643	0.735107718860495	Skin - Not Sun Exposed (Suprapubic)-MacrophageSum	0	0	0	0
Skin - Not Sun Exposed (Suprapubic)	DendriticSum	0.00364014583590525	0.379772872620188	-0.00982578504637177	0.334782306738476	0.00283762615348909	0.664406567727125	-0.0201970992654414	0.209396066061577	0.00239615111776697	0.812557520937845	-0.0451030729171373	0.0699548927141515	0.672590875379639	0.146725981009403	+	-	0.765068786494737	0.353476226977198	Skin - Not Sun Exposed (Suprapubic)-DendriticSum	0	0	0	0
Skin - Not Sun Exposed (Suprapubic)	MastSum	-0.00574082560591152	0.205998202043193	0.016633201284667	0.136164425526549	-0.0112512706424371	0.329709649378405	0.0409280686150143	0.149432386114571	-0.000256624812696633	0.473610392769231	0.00213201381930771	0.0157851396677798	0.329461582376672	0.0438864002295599	-	+	0.51040799194615	0.170193600890245	Skin - Not Sun Exposed (Suprapubic)-MastSum	0	0	0	0
Skin - Not Sun Exposed (Suprapubic)	Myeloid_Sum	-0.00261668599632251	0.474878886679478	-0.00238831788430786	0.790669401596457	-0.0112044445599481	0.527462439999399	0.0158792445599656	0.715536601928542	0.00103459647420855	0.921567700016561	-0.0378106665622977	0.143740400326938	0.706678512692731	0.482204704409907	-	+	0.774942508436963	0.730195695249287	Skin - Not Sun Exposed (Suprapubic)-Myeloid_Sum	0	0	0	0
Skin - Sun Exposed (Lower leg)	MacrophageSum	0.000285511115720814	0.921281064485385	0.000673690513049796	0.925109152220213	0.011456898370686	0.081646508520345	-0.00656062476660114	0.687258861774192	0.000478683184325006	0.439698088488492	0.00385697348209708	0.0123424308675752	0.335177973929274	0.176450361566769	+	-	0.51040799194615	0.39514940125516	Skin - Sun Exposed (Lower leg)-MacrophageSum	1	0	0	0
Skin - Sun Exposed (Lower leg)	DendriticSum	-0.00242394817089789	0.394995414314164	-0.0180535265623329	0.0108982271102133	0.0016565901485239	0.705522378535384	-0.0334486861271807	0.00221004897462089	0.0143399541050168	0.0897278072871796	-0.0382095207523389	0.0684193816589321	0.296346645438838	0.00173328986130311	+	-	0.487039269460351	0.0153107271081774	Skin - Sun Exposed (Lower leg)-DendriticSum	0	1	1	1
Skin - Sun Exposed (Lower leg)	MastSum	0.00689502490036799	0.0936576783395457	0.0056381128539984	0.580012750346272	0.0282758265726921	0.00846423969482129	-0.00998696967308448	0.706710721458963	0.000483572536872303	0.0467191713721889	0.000129006806777308	0.830277312758357	0.017907878588434	0.776663305150101	+	-	0.130176502046694	0.882067610849044	Skin - Sun Exposed (Lower leg)-MastSum	0	1	0	0
Skin - Sun Exposed (Lower leg)	Myeloid_Sum	0.00236172143026105	0.493344496764219	-0.00282216232241434	0.741366174976907	0.0415672878682702	0.00766778188507454	-0.0389478116353001	0.312264085291356	0.0147888239460568	0.0932717739696821	-0.030603202088315	0.161278818633614	0.0427878206001759	0.351518677144703	+	-	0.190809882006645	0.603483778249926	Skin - Sun Exposed (Lower leg)-Myeloid_Sum	0	1	0	0
Skin - Sun Exposed (Lower leg)	T cells follicular helper	-0.00400657563190177	0.0306312853144577	0.000848176346662248	0.853262606600899	0.00117591383890084	0.647122346832483	-0.00104858006020133	0.869281180925184	-0.0016957294729703	0.0532395691337358	0.000233661238124512	0.914319876677742	0.0566157351760237	0.973062732863579	+	-	0.205776422082086	0.973062732863579	Skin - Sun Exposed (Lower leg)-T cells follicular helper	0	0	0	0
Skin - Sun Exposed (Lower leg)	Lymph_Sum	-0.00236172143026106	0.493344496764217	0.0028221623224144	0.741366174976903	0.0190888249076526	0.0148640132982062	-0.0222352540409243	0.251544005729182	-0.000790953191476817	0.681923070235517	-0.00543573949003588	0.256476101619477	0.125351542359122	0.402952961294311	+	-	0.312305201807753	0.647166877230257	Skin - Sun Exposed (Lower leg)-Lymph_Sum	0	0	0	0
Small Intestine - Terminal Ileum	T cells CD8	-0.00595286802983902	0.192867542554009	-0.0101465890900889	0.424391555598885	-0.0977413707947764	0.00158972593616408	0.0294385547756144	0.727648562181098	-0.0252665855531263	0.0096626313612668	0.0124522429860275	0.642728376566928	0.00595464088524937	0.647945653231524	-	+	0.0535917679672443	0.798630688866762	Small Intestine - Terminal Ileum-T cells CD8	0	1	0	1
Small Intestine - Terminal Ileum	CD4_memory	0.00136958590205392	0.798421622712358	-0.00257985635433763	0.862807973523236	-0.0526520598055519	0.233648040557579	0.0124747543544892	0.919049061473624	0.000303629743628102	0.950423717075906	-0.0124225569885851	0.361668082716313	0.660142807516311	0.775427761865409	-	+	0.759448657399537	0.882067610849044	Small Intestine - Terminal Ileum-CD4_memory	0	0	0	0
Small Intestine - Terminal Ileum	MacrophageSum	0.0124497047887769	0.0264062076269762	-0.0239465538046857	0.123194498755415	-0.006142260783672	0.774061192284401	0.0194706331722774	0.743797896706145	-0.00197774822987007	0.43005642668977	0.0118111946771804	0.0919280701995475	0.188116400325802	0.184567212404491	-	+	0.366536078985325	0.402002558524851	Small Intestine - Terminal Ileum-MacrophageSum	0	0	0	0
Small Intestine - Terminal Ileum	Bcellsum	-0.0194322287095507	0.0631445957019805	0.0729626982036268	0.0126868449157462	-0.189160282950447	0.0495052775774718	0.359088001606311	0.178745132045857	-0.147069953435749	0.0352673157651487	0.350962802603559	0.0705168879193046	0.0341195054805033	0.0397236052991235	-	+	0.184245329594718	0.16195008314258	Small Intestine - Terminal Ileum-Bcellsum	0	0	1	0
Small Intestine - Terminal Ileum	MastSum	0.0127490617183499	0.0390732846202719	-0.0270497824104234	0.114591012315232	0.0222820898832969	0.110033964259309	-0.0764118896782151	0.049606944472813	-0.00023408560551803	0.635344666310885	-0.00294878642741065	0.0333630062511627	0.0988135946101612	0.0235481062981362	+	-	0.287319528943392	0.110122026511872	Small Intestine - Terminal Ileum-MastSum	0	0	0	0
Small Intestine - Terminal Ileum	Myeloid_Sum	0.0262160251797827	0.0179333664934814	-0.0650260920947867	0.0345638466436489	0.00140476186081342	0.96037567657929	-0.0671239465834935	0.394507514122871	-0.0665792359287226	0.0702586486737894	-0.00357322194871315	0.971985355853783	0.0504111486639477	0.208248936642608	+	-	0.203681439349879	0.44148774568233	Small Intestine - Terminal Ileum-Myeloid_Sum	0	0	0	0
Small Intestine - Terminal Ileum	Lymph_Sum	-0.0262160251797827	0.0179333664934817	0.0650260920947864	0.0345638466436498	-0.394020063710149	0.02217058572267	0.461846561781348	0.331492665524053	-0.188828223090025	0.0362672230807647	0.355592843017698	0.154786198545901	0.0178349849273154	0.110960027854212	-	+	0.130176502046694	0.288581095760966	Small Intestine - Terminal Ileum-Lymph_Sum	0	0	0	0
Spleen	T cells CD8	0.00666262901818147	0.0836852788875187	-0.0048129765385531	0.600165221848032	0.0625302656882013	0.219449647101665	-0.12013917464822	0.324035851092546	0.00880888319732691	0.0808580863873472	-0.00404698995450491	0.736442992045621	0.0909657363452753	0.580147033790526	+	-	0.277298776923501	0.774551223638242	Spleen-T cells CD8	0	0	0	0
Spleen	CD4_memory	0.00416547767570292	0.127675810220415	0.00411733578543818	0.52815534363213	0.0457897997263689	0.167175621653519	0.0234304753134195	0.767173172886799	0.00224725054278397	0.0957924893447285	-0.000782021919359311	0.807892591129143	0.085635205814958	0.820702335476277	+	+	0.271147975253144	0.899942560970539	Spleen-CD4_memory	0	0	0	0
Spleen	Neutrophils	-0.00414949904169945	0.260948277429681	0.00633384338354239	0.473064641445112	-0.0472561396475889	0.277471480504356	0.0577508323725545	0.57884511565828	-0.00324966931857287	0.189784471692524	-0.00246511264471232	0.677078687572512	0.236947011809765	0.604798646306011	-	+	0.422480992755148	0.774551223638242	Spleen-Neutrophils	0	0	0	0
Spleen	MacrophageSum	0.00039357205607285	0.894111477290514	0.00824739805201393	0.245105739219903	0.00378767167146489	0.902469163092672	0.0657285227433306	0.375091169500814	0.00147295154138402	0.41166447744236	0.00410335911573376	0.339691950584904	0.752796033854977	0.322877783083896	+	+	0.794851678204417	0.590086982877465	Spleen-MacrophageSum	0	0	0	0
Spleen	Bcellsum	0.00146102668531639	0.79455209057999	0.03435248211896	0.0113881830064927	0.00779121537128172	0.906659490021347	0.288579480800849	0.0712116497478356	-0.000997072812410335	0.929933543788493	0.0576394855468211	0.0350804807000383	0.914608432013042	0.0212346913966295	+	+	0.925684534240751	0.1047205557089	Spleen-Bcellsum	0	0	1	0
Spleen	NK_Sum	0.000569557244827014	0.763927106151548	-0.0070919930695767	0.119751579960656	-0.00760466149438615	0.778840062481557	-0.108582231568096	0.0954716439266676	-0.000218338930768496	0.696795558771714	0.0021901576094052	0.104017079673566	0.872336573885625	0.0655545619033983	-	-	0.900937773029416	0.221769688141284	Spleen-NK_Sum	0	0	0	0
Spleen	Myeloid_Sum	-0.0104027858302025	0.150644223758292	-0.0172308771105553	0.319259653543299	-0.129025503402255	0.111278489735911	-0.291920619045134	0.132226294079358	-0.0183224220988713	0.109783350800697	-0.0413909464206017	0.13119329370082	0.106387001848195	0.164938664516646	-	-	0.30465368711074	0.38007605301662	Spleen-Myeloid_Sum	0	0	0	0
Spleen	Monocytes	-0.00580503818623687	0.186517463830585	-0.0293027200631911	0.00581607544705881	-0.0729617867536753	0.131930327661995	-0.387990761835611	0.000971777743051721	-0.00651654010028546	0.055120490295482	-0.0128019586235173	0.114876304390209	0.09591999201326	0.00437399472927493	-	-	0.283263726414158	0.0347732580977357	Spleen-Monocytes	0	1	1	1
Spleen	Lymph_Sum	0.0104027858302025	0.150644223758293	0.0172308771105555	0.319259653543294	0.0785868824365727	0.515232969254664	-0.0678708732266927	0.814331158425239	0.00988929550327145	0.575461605888408	0.0441410871396126	0.297122453045399	0.370115791089106	0.454063755490335	+	-	0.529938519059402	0.707805265911404	Spleen-Lymph_Sum	0	0	0	0
Stomach	T cells CD8	0.00169614034740757	0.659771441903907	0.00557389084056166	0.57203245613254	-0.00563990949232098	0.476570542443571	0.00395490719541513	0.845329008363427	-0.000426993013092006	0.842574882712647	0.00389580538784034	0.479249110495905	0.721304638995782	0.689955778367623	-	+	0.774942508436963	0.817628991627367	Stomach-T cells CD8	0	0	0	0
Stomach	CD4_memory	0.000416021058657845	0.898945712410205	0.0137179129978054	0.102786545740259	-0.011214042813363	0.179932358441753	0.0170441529001533	0.425399602853291	0.000822943744169879	0.525202528046372	-0.000916356559381265	0.782200608999032	0.495518076799233	0.340141175859088	-	+	0.632789976453075	0.600771441165985	Stomach-CD4_memory	0	0	0	0
Stomach	MacrophageSum	0.00807118554235682	0.0612236591264573	-0.00908474920552448	0.409163448886425	0.00524191679179164	0.533270295409752	-0.0160173429180204	0.45715245748313	0.00115783865746164	0.187318424256635	-0.00110423806996072	0.622745108569728	0.156614127491371	0.560625246969612	+	-	0.337902655033466	0.765772718120661	Stomach-MacrophageSum	0	0	0	0
Stomach	Bcellsum	-0.0077371196472369	0.180280738082486	-0.00141395877846369	0.923660678138861	-0.0209503730109519	0.0396250134564838	-0.0199119685615663	0.443243221693609	-0.0039521709584173	0.499161752221261	0.0110120867487987	0.462021423611514	0.136267761083743	0.628866376812498	-	-	0.326007681580095	0.781169952446775	Stomach-Bcellsum	0	0	0	0
Stomach	Myeloid_Sum	0.00408279624736949	0.68003748410191	-0.0173914889192863	0.49268253687729	-0.0152063321092485	0.464452915613107	-0.0498456923834138	0.349063857995854	-0.00731704291499466	0.346402648088187	-0.0394606608578244	0.0479641244589395	0.547592537236605	0.179901751556458	-	-	0.680888089063937	0.397283034687178	Stomach-Myeloid_Sum	0	0	0	0
Stomach	Monocytes	-0.00232570018365827	0.525925663981914	-0.00748302932023234	0.42546044805008	-0.00986791510799585	0.176612185424972	-0.0114667231388897	0.539043143258648	-0.00421462300631206	0.0199814372228219	-0.00431998152308024	0.349357965929381	0.0864402176688507	0.487687030026328	-	-	0.271147975253144	0.731255977880362	Stomach-Monocytes	0	0	0	0
Stomach	Lymph_Sum	-0.00408279624736947	0.680037484101911	0.0173914889192862	0.492682536877292	-0.0405386715676023	0.113363779066636	8.87205788615141e-05	0.998917315180822	-0.00640614558785385	0.42916688372952	0.0045420835066661	0.826569791847577	0.335832456844198	0.85769915796033	-	+	0.51040799194615	0.910648736256809	Stomach-Lymph_Sum	0	0	0	0
Thyroid	T cells CD8	0.0134664522146853	0.000102082267679679	0.0118142100373867	0.151931987512649	0.0323420378623159	0.0170797877073054	0.140789501723607	1.71572841566155e-05	0.000780759061001964	0.821017389177708	0.03498857752666	2.82937656387864e-05	0.00247977803574496	1.34808929110066e-05	+	+	0.0275692969856351	0.00018970491503704	Thyroid-T cells CD8	1	1	1	1
Thyroid	CD4_memory	-0.0085176321545826	0.0215984877803367	0.0016238333648741	0.854599276863146	-0.0104993576497767	0.501755546107977	0.140097267850347	0.000206968828964969	0.00138676737878742	0.216332672584625	0.0141042042863824	2.34798189147365e-07	0.0862389053956016	1.38850487289204e-06	-	+	0.271147975253144	2.45302527544261e-05	Thyroid-CD4_memory	1	1	0	1
Thyroid	MacrophageSum	-0.00643005756576331	0.0941619715892138	-0.012406297489838	0.177671186174239	-0.00465541799537702	0.69537844911607	0.0636263904868658	0.0259978819476823	0.000286062581890174	0.769768084132906	0.00690830922309819	0.00334640590651201	0.393386304271011	0.0113821780145494	-	+	0.546691261082508	0.064634510868334	Thyroid-MacrophageSum	1	0	0	1
Thyroid	Bcellsum	0.00591875046643869	0.039482921072926	0.0180843803140932	0.00877971763524947	0.0166145354911462	0.276067326324033	0.136366139750598	0.000213616045256662	0.00362994389738048	0.725649969208927	0.0926115210454021	0.000210942253642836	0.171670222975382	1.43173520782672e-05	+	+	0.348878195079003	0.00018970491503704	Thyroid-Bcellsum	1	1	1	1
Thyroid	Myeloid_Sum	-0.0113830839722032	0.0189123562518251	-0.0196157578700355	0.091048740908311	-0.00796770974026669	0.622175782652905	0.0756940927790184	0.0513165163053116	-0.00111805751528771	0.906811591501219	0.0750692100373142	0.00111922228499675	0.203124532758069	0.00466636624209751	-	+	0.376377810698775	0.0349974664298379	Thyroid-Myeloid_Sum	1	0	0	1
Thyroid	T cells follicular helper	-0.00126614703950748	0.54752384214932	-0.00126137501841851	0.802586599998932	-0.00239759055091314	0.726413027528566	0.0537106628519804	0.00115335727185166	0.00133767502087297	0.0896646077319102	0.00109426313904755	0.561920188927722	0.348631470039061	0.0407620684821667	-	+	0.517344499397128	0.162029222216613	Thyroid-T cells follicular helper	0	1	0	0
Thyroid	Monocytes	-0.00324187468812073	0.124162445081814	-0.000459318871424937	0.927495947947228	-0.00245339206181961	0.648805568020862	0.0235497246644239	0.0687114392439822	0.000116348782771117	0.837247168818811	0.00279512761143406	0.040012778747065	0.462948076474084	0.0935309382344896	-	+	0.603428872093805	0.266043131160312	Thyroid-Monocytes	0	0	0	0
Thyroid	Lymph_Sum	0.0113830839722031	0.0189123562518251	0.0196157578700354	0.0910487409083121	0.0446384730596059	0.316484596414094	0.481682427476002	8.19233679588978e-06	0.00647796637414871	0.69032682851146	0.164114609883663	3.06178949475321e-05	0.119733046188146	1.34672003837821e-06	+	+	0.312305201807753	2.45302527544261e-05	Thyroid-Lymph_Sum	1	1	0	1
Uterus	T cells CD8	0.00601368775569961	0.213080315218889	NA	NA	0.000603225834053382	0.951937990372458	NA	NA	-0.000544933283170901	0.18174768134341	NA	NA	0.353108150382167	NA	+	NA	0.517344499397128	NA	Uterus-T cells CD8	0	0	0	0
Uterus	CD4_memory	0.00696474060831131	0.273331377460734	NA	NA	-0.000821506493849663	0.946227711728465	NA	NA	-0.00200667944972375	0.110420252623149	NA	NA	0.314937590957033	NA	-	NA	0.500194997402346	NA	Uterus-CD4_memory	0	0	0	0
Uterus	MacrophageSum	0.00658366998302144	0.325156857364177	NA	NA	-0.00161416622576595	0.890928195484566	NA	NA	0.000652471453681703	0.704540280805452	NA	NA	0.648141629668988	NA	-	NA	0.756165234613819	NA	Uterus-MacrophageSum	0	0	0	0
Uterus	Bcellsum	0.00544460560776763	0.241097870041941	NA	NA	0.00351759426157634	0.666651968654033	NA	NA	-0.000401604754495233	0.442010873438057	NA	NA	0.466799549161553	NA	+	NA	0.604281608161188	NA	Uterus-Bcellsum	0	0	0	0
Uterus	MastSum	-0.0347391465464139	0.000116760945089686	NA	NA	-0.0669782005636348	0.000138728382759361	NA	NA	-0.00245292019909328	2.73892873519227e-05	NA	NA	3.682715964335e-06	NA	-	NA	0.000174008329314829	NA	Uterus-MastSum	1	1	1	1
Uterus	Myeloid_Sum	-0.0170863875357472	0.0540006945753843	NA	NA	-0.0592863114878835	0.0251299719787106	NA	NA	-0.00865775044013729	0.461641516935892	NA	NA	0.0558951770506966	NA	-	NA	0.205776422082086	NA	Uterus-Myeloid_Sum	0	0	0	0
Uterus	Monocytes	0.0111173332366632	0.0184888221845545	NA	NA	0.00933372726745688	0.349965318269093	NA	NA	0.000993419058933952	0.471831026038621	NA	NA	0.115203982544736	NA	+	NA	0.310892952405322	NA	Uterus-Monocytes	0	0	0	0
Uterus	Lymph_Sum	0.0170863875357472	0.0540006945753853	NA	NA	-0.00321693486507297	0.886300618441557	NA	NA	-0.00494692932989691	0.0505776213872164	NA	NA	0.0843430875751766	NA	-	NA	0.271147975253144	NA	Uterus-Lymph_Sum	0	0	0	0
Vagina	T cells CD8	-0.00543716447028922	0.472036832651821	NA	NA	-0.0145263068627114	0.442004851007491	NA	NA	-0.000262867429339633	0.847314765192133	NA	NA	0.66301073265039	NA	-	NA	0.759448657399537	NA	Vagina-T cells CD8	0	0	0	0
Vagina	CD4_memory	0.0064877758535234	0.452108342912744	NA	NA	0.0219658875029066	0.362872639125933	NA	NA	0.000448941825698933	0.586102448592938	NA	NA	0.528389512472601	NA	+	NA	0.661361707664382	NA	Vagina-CD4_memory	0	0	0	0
Vagina	MacrophageSum	-0.00402547499704214	0.57317649841717	NA	NA	-0.00593969012194284	0.710291071675007	NA	NA	0.00463472191036383	0.0117573694033573	NA	NA	0.144186673997826	NA	-	NA	0.334926565410312	NA	Vagina-MacrophageSum	0	0	0	0
Vagina	Bcellsum	0.00790582044717722	0.10753779298327	NA	NA	0.0257590056431266	0.0590912796344141	NA	NA	0.00498867775374669	0.133121464413084	NA	NA	0.0506509399441498	NA	+	NA	0.203681439349879	NA	Vagina-Bcellsum	0	0	0	0
Vagina	MastSum	0.000769191032908539	0.937475705690628	NA	NA	0.000751307632239068	0.977891303742489	NA	NA	-7.13807138309392e-05	0.860233054183792	NA	NA	0.986148113645479	NA	+	NA	0.986148113645479	NA	Vagina-MastSum	0	0	0	0
Vagina	Myeloid_Sum	-0.00444218334073071	0.730545633808491	NA	NA	0.00341792761499535	0.937008345764254	NA	NA	0.00428678585207622	0.732305836014409	NA	NA	0.901710490118937	NA	+	NA	0.921206933148535	NA	Vagina-Myeloid_Sum	0	0	0	0
Vagina	Monocytes	0.00290511706225007	0.489959128375025	NA	NA	0.0171112289858909	0.225211327163832	NA	NA	0.00155711151077734	0.24886402288889	NA	NA	0.309404658477718	NA	+	NA	0.498627745964592	NA	Vagina-Monocytes	0	0	0	0
Vagina	Lymph_Sum	0.00444218334073078	0.730545633808487	NA	NA	0.023178041872015	0.629120200595966	NA	NA	0.00942451504195028	0.110868048706733	NA	NA	0.416208650061449	NA	+	NA	0.557896701146198	NA	Vagina-Lymph_Sum	0	0	0	0
Whole Blood	T cells CD8	0.00336489441681464	0.209087516681106	-0.00303545285647815	0.645655213562394	0.028156901378743	0.275537469969671	-0.00133133427107952	0.983310110438235	0.00662135747928262	0.424798313159042	0.00411583383511624	0.840524554719923	0.294043870566038	0.915359604618975	+	-	0.487039269460351	0.932962673938571	Whole Blood-T cells CD8	0	0	0	0
Whole Blood	Neutrophils	-0.00867480575183477	0.145415817460696	0.0259692689039381	0.077393301988751	-0.0611232012091406	0.14133934626997	0.162027820733165	0.114001317499942	-0.000624571275617703	0.1471178670431	0.00152301565998447	0.151739678323051	0.123830713059891	0.0874058238944923	-	+	0.312305201807753	0.262217471683477	Whole Blood-Neutrophils	0	0	0	0
Whole Blood	NK_Sum	0.00759651031046731	0.0172064588410717	0.00332605554877493	0.671296585089011	0.0399673999669723	0.1933437728432	0.0113190380368077	0.881146686706651	0.00243113755231847	0.0441689208271852	-0.000303895256426849	0.91855405734567	0.0279902456006601	0.906958631262656	+	+	0.165317388078899	0.93036401529524	Whole Blood-NK_Sum	0	0	0	0
Whole Blood	Myeloid_Sum	-0.00749410551847104	0.148101816047015	-0.00562240187630826	0.659606642422817	-0.0776203549462594	0.239085946820447	0.0914605659875574	0.5735651634708	0.0223773143025947	0.01540889318188	-0.0281970852850432	0.214574838611024	0.0200462437892414	0.540971005044289	-	+	0.133689309831777	0.754512191245982	Whole Blood-Myeloid_Sum	0	0	0	0
Whole Blood	Lymph_Sum	0.00749410551847101	0.148101816047017	0.00562240187630837	0.659606642422811	0.0538734001132895	0.402595241766761	0.0585949357206006	0.711957463639074	0.00396696784450628	0.831745743379564	0.0260051121730846	0.572346062382679	0.382192869026009	0.694213294777954	+	+	0.539063076462058	0.817628991627367	Whole Blood-Lymph_Sum	0	0	0	0
